"Name","SubName","Region","Service","Subnets"
"GatewayManager",,"","GatewayManager","52.136.48.72/29"
"GatewayManager",,"","GatewayManager","52.136.137.15/32"
"GatewayManager",,"","GatewayManager","52.136.137.16/32"
"GatewayManager",,"","GatewayManager","52.138.70.115/32"
"GatewayManager",,"","GatewayManager","52.138.71.153/32"
"GatewayManager",,"","GatewayManager","52.138.90.40/29"
"GatewayManager",,"","GatewayManager","52.139.87.129/32"
"GatewayManager",,"","GatewayManager","52.139.87.150/32"
"GatewayManager",,"","GatewayManager","52.140.104.72/29"
"GatewayManager",,"","GatewayManager","52.142.152.114/32"
"GatewayManager",,"","GatewayManager","52.142.154.100/32"
"GatewayManager",,"","GatewayManager","52.143.136.58/31"
"GatewayManager",,"","GatewayManager","52.143.250.137/32"
"GatewayManager",,"","GatewayManager","52.143.251.22/32"
"GatewayManager",,"","GatewayManager","52.147.44.33/32"
"GatewayManager",,"","GatewayManager","52.148.30.6/32"
"GatewayManager",,"","GatewayManager","52.149.24.100/32"
"GatewayManager",,"","GatewayManager","52.149.26.14/32"
"GatewayManager",,"","GatewayManager","52.150.136.72/29"
"GatewayManager",,"","GatewayManager","52.159.19.113/32"
"GatewayManager",,"","GatewayManager","52.159.20.67/32"
"GatewayManager",,"","GatewayManager","52.159.21.124/32"
"GatewayManager",,"","GatewayManager","52.161.28.251/32"
"GatewayManager",,"","GatewayManager","52.162.106.168/29"
"GatewayManager",,"","GatewayManager","52.163.241.22/32"
"GatewayManager",,"","GatewayManager","52.163.246.27/32"
"GatewayManager",,"","GatewayManager","52.165.221.72/32"
"GatewayManager",,"","GatewayManager","52.169.225.171/32"
"GatewayManager",,"","GatewayManager","52.169.231.163/32"
"GatewayManager",,"","GatewayManager","52.172.28.183/32"
"GatewayManager",,"","GatewayManager","52.172.31.29/32"
"GatewayManager",,"","GatewayManager","52.172.204.73/32"
"GatewayManager",,"","GatewayManager","52.172.222.13/32"
"GatewayManager",,"","GatewayManager","52.173.250.124/32"
"GatewayManager",,"","GatewayManager","52.177.204.204/32"
"GatewayManager",,"","GatewayManager","52.177.207.219/32"
"GatewayManager",,"","GatewayManager","52.179.10.142/32"
"GatewayManager",,"","GatewayManager","52.180.178.35/32"
"GatewayManager",,"","GatewayManager","52.180.178.191/32"
"GatewayManager",,"","GatewayManager","52.180.182.210/32"
"GatewayManager",,"","GatewayManager","52.184.255.23/32"
"GatewayManager",,"","GatewayManager","52.191.140.123/32"
"GatewayManager",,"","GatewayManager","52.191.170.38/32"
"GatewayManager",,"","GatewayManager","52.228.80.72/29"
"GatewayManager",,"","GatewayManager","52.229.161.220/32"
"GatewayManager",,"","GatewayManager","52.229.166.101/32"
"GatewayManager",,"","GatewayManager","52.231.18.224/29"
"GatewayManager",,"","GatewayManager","52.231.24.186/32"
"GatewayManager",,"","GatewayManager","52.231.35.84/32"
"GatewayManager",,"","GatewayManager","52.231.146.200/29"
"GatewayManager",,"","GatewayManager","52.231.203.87/32"
"GatewayManager",,"","GatewayManager","52.231.204.175/32"
"GatewayManager",,"","GatewayManager","52.237.24.145/32"
"GatewayManager",,"","GatewayManager","52.237.30.255/32"
"GatewayManager",,"","GatewayManager","52.237.208.51/32"
"GatewayManager",,"","GatewayManager","52.237.215.149/32"
"GatewayManager",,"","GatewayManager","52.242.17.200/32"
"GatewayManager",,"","GatewayManager","52.242.28.83/32"
"GatewayManager",,"","GatewayManager","52.251.12.161/32"
"GatewayManager",,"","GatewayManager","52.253.157.2/32"
"GatewayManager",,"","GatewayManager","52.253.159.209/32"
"GatewayManager",,"","GatewayManager","52.253.232.235/32"
"GatewayManager",,"","GatewayManager","52.253.239.162/32"
"GatewayManager",,"","GatewayManager","65.52.250.24/29"
"GatewayManager",,"","GatewayManager","70.37.160.97/32"
"GatewayManager",,"","GatewayManager","70.37.161.124/32"
"GatewayManager",,"","GatewayManager","102.133.27.16/29"
"GatewayManager",,"","GatewayManager","102.133.56.72/29"
"GatewayManager",,"","GatewayManager","102.133.155.16/29"
"GatewayManager",,"","GatewayManager","102.133.216.72/29"
"GatewayManager",,"","GatewayManager","104.211.81.208/29"
"GatewayManager",,"","GatewayManager","104.211.146.88/29"
"GatewayManager",,"","GatewayManager","104.211.188.0/32"
"GatewayManager",,"","GatewayManager","104.211.191.94/32"
"GatewayManager",,"","GatewayManager","104.214.19.64/29"
"GatewayManager",,"","GatewayManager","104.215.50.115/32"
"GatewayManager",,"","GatewayManager","104.215.52.27/32"
"GatewayManager",,"","GatewayManager","168.62.104.154/32"
"GatewayManager",,"","GatewayManager","168.62.208.162/32"
"GatewayManager",,"","GatewayManager","168.62.209.95/32"
"GatewayManager",,"","GatewayManager","191.233.8.64/26"
"GatewayManager",,"","GatewayManager","191.233.203.208/29"
"GatewayManager",,"","GatewayManager","191.233.245.75/32"
"GatewayManager",,"","GatewayManager","191.233.245.118/32"
"GatewayManager",,"","GatewayManager","191.234.182.29/32"
"GatewayManager",,"","GatewayManager","191.235.81.58/32"
"GatewayManager",,"","GatewayManager","191.235.224.72/29"
"GatewayManager",,"","GatewayManager","2603:1000:4::40/122"
"GatewayManager",,"","GatewayManager","2603:1000:104:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1010:6:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1010:101::40/122"
"GatewayManager",,"","GatewayManager","2603:1010:304::40/122"
"GatewayManager",,"","GatewayManager","2603:1010:404::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:5:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:206:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:305::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:405::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:605::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:705:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:805:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:905::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:a04:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:b04::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:c04:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:d04::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:e04:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:f04::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:1004::40/122"
"GatewayManager",,"","GatewayManager","2603:1020:1104::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:f:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:10:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:104:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:107::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:210:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:40b:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:40c:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:504:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:608::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:807:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:a07::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:b04::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:c06:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:f05:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1030:1005::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:5:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:207::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:407:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:606::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:806::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:904:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:a06:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:b04::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:c06::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:d04::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:f05:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1040:1104::40/122"
"GatewayManager",,"","GatewayManager","2603:1050:6:1::40/122"
"GatewayManager",,"","GatewayManager","2603:1050:403::40/122"
"HDInsight",,"","HDInsight","13.64.254.98/32"
"HDInsight",,"","HDInsight","13.66.141.144/29"
"HDInsight",,"","HDInsight","13.67.9.152/29"
"HDInsight",,"","HDInsight","13.69.65.8/29"
"HDInsight",,"","HDInsight","13.69.229.72/29"
"HDInsight",,"","HDInsight","13.70.73.96/29"
"HDInsight",,"","HDInsight","13.71.172.240/29"
"HDInsight",,"","HDInsight","13.71.196.48/29"
"HDInsight",,"","HDInsight","13.73.240.8/29"
"HDInsight",,"","HDInsight","13.73.254.192/29"
"HDInsight",,"","HDInsight","13.74.153.132/32"
"HDInsight",,"","HDInsight","13.75.38.112/29"
"HDInsight",,"","HDInsight","13.75.152.195/32"
"HDInsight",,"","HDInsight","13.76.136.249/32"
"HDInsight",,"","HDInsight","13.76.245.160/32"
"HDInsight",,"","HDInsight","13.77.2.56/32"
"HDInsight",,"","HDInsight","13.77.2.94/32"
"HDInsight",,"","HDInsight","13.77.52.8/29"
"HDInsight",,"","HDInsight","13.78.89.60/32"
"HDInsight",,"","HDInsight","13.78.125.90/32"
"HDInsight",,"","HDInsight","13.82.225.233/32"
"HDInsight",,"","HDInsight","13.86.218.240/29"
"HDInsight",,"","HDInsight","13.87.58.32/29"
"HDInsight",,"","HDInsight","13.87.124.32/29"
"HDInsight",,"","HDInsight","13.89.171.120/29"
"HDInsight",,"","HDInsight","20.36.36.33/32"
"HDInsight",,"","HDInsight","20.36.36.196/32"
"HDInsight",,"","HDInsight","20.36.123.88/29"
"HDInsight",,"","HDInsight","20.37.68.40/29"
"HDInsight",,"","HDInsight","20.37.76.96/29"
"HDInsight",,"","HDInsight","20.37.228.0/29"
"HDInsight",,"","HDInsight","20.38.139.88/29"
"HDInsight",,"","HDInsight","20.39.15.48/29"
"HDInsight",,"","HDInsight","20.40.207.144/29"
"HDInsight",,"","HDInsight","20.41.69.32/29"
"HDInsight",,"","HDInsight","20.41.197.120/29"
"HDInsight",,"","HDInsight","20.43.45.224/29"
"HDInsight",,"","HDInsight","20.43.120.8/29"
"HDInsight",,"","HDInsight","20.44.4.64/29"
"HDInsight",,"","HDInsight","20.44.16.8/29"
"HDInsight",,"","HDInsight","20.44.26.240/29"
"HDInsight",,"","HDInsight","20.45.115.128/29"
"HDInsight",,"","HDInsight","20.45.198.80/29"
"HDInsight",,"","HDInsight","20.48.192.24/29"
"HDInsight",,"","HDInsight","20.49.102.48/29"
"HDInsight",,"","HDInsight","20.49.114.56/29"
"HDInsight",,"","HDInsight","20.49.126.128/29"
"HDInsight",,"","HDInsight","20.53.40.120/29"
"HDInsight",,"","HDInsight","20.61.96.160/29"
"HDInsight",,"","HDInsight","20.72.20.40/29"
"HDInsight",,"","HDInsight","20.150.167.176/29"
"HDInsight",,"","HDInsight","20.150.172.232/29"
"HDInsight",,"","HDInsight","20.188.39.64/32"
"HDInsight",,"","HDInsight","20.189.111.192/29"
"HDInsight",,"","HDInsight","20.191.160.0/29"
"HDInsight",,"","HDInsight","20.192.235.248/29"
"HDInsight",,"","HDInsight","20.193.194.16/29"
"HDInsight",,"","HDInsight","20.193.203.200/29"
"HDInsight",,"","HDInsight","23.98.107.192/29"
"HDInsight",,"","HDInsight","23.99.5.239/32"
"HDInsight",,"","HDInsight","23.101.196.19/32"
"HDInsight",,"","HDInsight","23.102.235.122/32"
"HDInsight",,"","HDInsight","40.64.134.160/29"
"HDInsight",,"","HDInsight","40.67.50.248/29"
"HDInsight",,"","HDInsight","40.67.60.64/29"
"HDInsight",,"","HDInsight","40.69.107.8/29"
"HDInsight",,"","HDInsight","40.71.13.160/29"
"HDInsight",,"","HDInsight","40.71.175.99/32"
"HDInsight",,"","HDInsight","40.74.101.192/29"
"HDInsight",,"","HDInsight","40.74.125.69/32"
"HDInsight",,"","HDInsight","40.74.146.88/29"
"HDInsight",,"","HDInsight","40.78.195.8/29"
"HDInsight",,"","HDInsight","40.78.202.136/29"
"HDInsight",,"","HDInsight","40.79.130.248/29"
"HDInsight",,"","HDInsight","40.79.180.16/29"
"HDInsight",,"","HDInsight","40.79.187.0/29"
"HDInsight",,"","HDInsight","40.80.63.144/29"
"HDInsight",,"","HDInsight","40.80.172.120/29"
"HDInsight",,"","HDInsight","40.89.22.88/29"
"HDInsight",,"","HDInsight","40.89.65.220/32"
"HDInsight",,"","HDInsight","40.89.68.134/32"
"HDInsight",,"","HDInsight","40.89.157.135/32"
"HDInsight",,"","HDInsight","51.12.17.48/29"
"HDInsight",,"","HDInsight","51.12.25.48/29"
"HDInsight",,"","HDInsight","51.104.8.96/29"
"HDInsight",,"","HDInsight","51.104.31.56/29"
"HDInsight",,"","HDInsight","51.105.92.56/29"
"HDInsight",,"","HDInsight","51.107.52.208/29"
"HDInsight",,"","HDInsight","51.107.60.48/29"
"HDInsight",,"","HDInsight","51.107.148.24/29"
"HDInsight",,"","HDInsight","51.107.156.56/29"
"HDInsight",,"","HDInsight","51.116.49.168/29"
"HDInsight",,"","HDInsight","51.116.60.48/29"
"HDInsight",,"","HDInsight","51.116.145.168/29"
"HDInsight",,"","HDInsight","51.116.156.48/29"
"HDInsight",,"","HDInsight","51.120.43.88/29"
"HDInsight",,"","HDInsight","51.120.100.48/29"
"HDInsight",,"","HDInsight","51.120.220.48/29"
"HDInsight",,"","HDInsight","51.120.228.40/29"
"HDInsight",,"","HDInsight","51.137.166.32/29"
"HDInsight",,"","HDInsight","51.140.47.39/32"
"HDInsight",,"","HDInsight","51.140.52.16/32"
"HDInsight",,"","HDInsight","51.140.211.24/29"
"HDInsight",,"","HDInsight","51.141.7.20/32"
"HDInsight",,"","HDInsight","51.141.13.110/32"
"HDInsight",,"","HDInsight","52.136.52.40/29"
"HDInsight",,"","HDInsight","52.140.108.248/29"
"HDInsight",,"","HDInsight","52.146.79.136/29"
"HDInsight",,"","HDInsight","52.146.130.184/29"
"HDInsight",,"","HDInsight","52.150.154.192/29"
"HDInsight",,"","HDInsight","52.161.10.167/32"
"HDInsight",,"","HDInsight","52.161.23.15/32"
"HDInsight",,"","HDInsight","52.162.110.160/29"
"HDInsight",,"","HDInsight","52.164.210.96/32"
"HDInsight",,"","HDInsight","52.166.243.90/32"
"HDInsight",,"","HDInsight","52.172.152.49/32"
"HDInsight",,"","HDInsight","52.172.153.209/32"
"HDInsight",,"","HDInsight","52.174.36.244/32"
"HDInsight",,"","HDInsight","52.175.38.134/32"
"HDInsight",,"","HDInsight","52.175.211.210/32"
"HDInsight",,"","HDInsight","52.175.222.222/32"
"HDInsight",,"","HDInsight","52.180.183.49/32"
"HDInsight",,"","HDInsight","52.180.183.58/32"
"HDInsight",,"","HDInsight","52.228.37.66/32"
"HDInsight",,"","HDInsight","52.228.45.222/32"
"HDInsight",,"","HDInsight","52.229.123.172/32"
"HDInsight",,"","HDInsight","52.229.127.96/32"
"HDInsight",,"","HDInsight","52.231.36.209/32"
"HDInsight",,"","HDInsight","52.231.39.142/32"
"HDInsight",,"","HDInsight","52.231.147.24/29"
"HDInsight",,"","HDInsight","52.231.203.16/32"
"HDInsight",,"","HDInsight","52.231.205.214/32"
"HDInsight",,"","HDInsight","65.52.252.96/29"
"HDInsight",,"","HDInsight","102.133.28.80/29"
"HDInsight",,"","HDInsight","102.133.60.32/29"
"HDInsight",,"","HDInsight","102.133.124.0/29"
"HDInsight",,"","HDInsight","102.133.219.176/29"
"HDInsight",,"","HDInsight","104.46.176.168/29"
"HDInsight",,"","HDInsight","104.210.84.115/32"
"HDInsight",,"","HDInsight","104.211.216.210/32"
"HDInsight",,"","HDInsight","104.211.223.67/32"
"HDInsight",,"","HDInsight","138.91.29.150/32"
"HDInsight",,"","HDInsight","138.91.141.162/32"
"HDInsight",,"","HDInsight","157.55.213.99/32"
"HDInsight",,"","HDInsight","157.56.8.38/32"
"HDInsight",,"","HDInsight","168.61.48.131/32"
"HDInsight",,"","HDInsight","168.61.49.99/32"
"HDInsight",,"","HDInsight","191.233.10.184/29"
"HDInsight",,"","HDInsight","191.233.51.152/29"
"HDInsight",,"","HDInsight","191.233.204.240/29"
"HDInsight",,"","HDInsight","191.234.138.128/29"
"HDInsight",,"","HDInsight","191.235.84.104/32"
"HDInsight",,"","HDInsight","191.235.87.113/32"
"HDInsight",,"","HDInsight","2603:1000:4:402::320/124"
"HDInsight",,"","HDInsight","2603:1000:104:402::320/124"
"HDInsight",,"","HDInsight","2603:1010:6:402::320/124"
"HDInsight",,"","HDInsight","2603:1010:101:402::320/124"
"HDInsight",,"","HDInsight","2603:1010:304:402::320/124"
"HDInsight",,"","HDInsight","2603:1010:404:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:5:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:206:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:305:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:405:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:605:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:705:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:805:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:905:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:a04:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:b04:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:c04:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:d04:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:e04:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:f04:402::320/124"
"HDInsight",,"","HDInsight","2603:1020:1004:1::1e0/124"
"HDInsight",,"","HDInsight","2603:1020:1104:1::140/124"
"HDInsight",,"","HDInsight","2603:1030:f:400::b20/124"
"HDInsight",,"","HDInsight","2603:1030:10:402::320/124"
"HDInsight",,"","HDInsight","2603:1030:104:402::320/124"
"HDInsight",,"","HDInsight","2603:1030:107::720/124"
"HDInsight",,"","HDInsight","2603:1030:210:402::320/124"
"HDInsight",,"","HDInsight","2603:1030:40b:400::b20/124"
"HDInsight",,"","HDInsight","2603:1030:40c:402::320/124"
"HDInsight",,"","HDInsight","2603:1030:504::1e0/124"
"HDInsight",,"","HDInsight","2603:1030:608:402::320/124"
"HDInsight",,"","HDInsight","2603:1030:807:402::320/124"
"HDInsight",,"","HDInsight","2603:1030:a07:402::9a0/124"
"HDInsight",,"","HDInsight","2603:1030:b04:402::320/124"
"HDInsight",,"","HDInsight","2603:1030:c06:400::b20/124"
"HDInsight",,"","HDInsight","2603:1030:f05:402::320/124"
"HDInsight",,"","HDInsight","2603:1030:1005:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:5:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:207:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:407:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:606:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:806:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:904:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:a06:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:b04:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:c06:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:d04:1::1e0/124"
"HDInsight",,"","HDInsight","2603:1040:f05:402::320/124"
"HDInsight",,"","HDInsight","2603:1040:1104:1::140/124"
"HDInsight",,"","HDInsight","2603:1050:6:402::320/124"
"HDInsight",,"","HDInsight","2603:1050:403:400::420/124"
"LogicApps",,"","LogicApps","13.65.39.247/32"
"LogicApps",,"","LogicApps","13.65.82.17/32"
"LogicApps",,"","LogicApps","13.65.82.190/32"
"LogicApps",,"","LogicApps","13.65.86.56/32"
"LogicApps",,"","LogicApps","13.65.98.39/32"
"LogicApps",,"","LogicApps","13.66.52.232/32"
"LogicApps",,"","LogicApps","13.66.128.68/32"
"LogicApps",,"","LogicApps","13.66.201.169/32"
"LogicApps",,"","LogicApps","13.66.210.167/32"
"LogicApps",,"","LogicApps","13.66.224.169/32"
"LogicApps",,"","LogicApps","13.66.246.219/32"
"LogicApps",,"","LogicApps","13.67.13.224/27"
"LogicApps",,"","LogicApps","13.67.91.135/32"
"LogicApps",,"","LogicApps","13.67.107.128/32"
"LogicApps",,"","LogicApps","13.67.110.109/32"
"LogicApps",,"","LogicApps","13.67.236.76/32"
"LogicApps",,"","LogicApps","13.67.236.125/32"
"LogicApps",,"","LogicApps","13.69.71.160/27"
"LogicApps",,"","LogicApps","13.69.109.144/28"
"LogicApps",,"","LogicApps","13.69.231.160/27"
"LogicApps",,"","LogicApps","13.69.233.16/28"
"LogicApps",,"","LogicApps","13.70.78.192/27"
"LogicApps",,"","LogicApps","13.70.159.205/32"
"LogicApps",,"","LogicApps","13.71.146.140/32"
"LogicApps",,"","LogicApps","13.71.158.3/32"
"LogicApps",,"","LogicApps","13.71.158.120/32"
"LogicApps",,"","LogicApps","13.71.184.150/32"
"LogicApps",,"","LogicApps","13.71.186.1/32"
"LogicApps",,"","LogicApps","13.71.199.128/27"
"LogicApps",,"","LogicApps","13.71.199.160/28"
"LogicApps",,"","LogicApps","13.73.4.207/32"
"LogicApps",,"","LogicApps","13.73.114.207/32"
"LogicApps",,"","LogicApps","13.73.115.153/32"
"LogicApps",,"","LogicApps","13.73.244.144/28"
"LogicApps",,"","LogicApps","13.73.244.160/27"
"LogicApps",,"","LogicApps","13.75.89.159/32"
"LogicApps",,"","LogicApps","13.75.94.173/32"
"LogicApps",,"","LogicApps","13.75.149.4/32"
"LogicApps",,"","LogicApps","13.75.153.66/32"
"LogicApps",,"","LogicApps","13.76.4.194/32"
"LogicApps",,"","LogicApps","13.76.5.96/32"
"LogicApps",,"","LogicApps","13.76.133.155/32"
"LogicApps",,"","LogicApps","13.77.3.139/32"
"LogicApps",,"","LogicApps","13.77.53.224/27"
"LogicApps",,"","LogicApps","13.77.55.128/28"
"LogicApps",,"","LogicApps","13.77.56.167/32"
"LogicApps",,"","LogicApps","13.77.58.136/32"
"LogicApps",,"","LogicApps","13.77.149.159/32"
"LogicApps",,"","LogicApps","13.77.152.21/32"
"LogicApps",,"","LogicApps","13.78.18.168/32"
"LogicApps",,"","LogicApps","13.78.20.232/32"
"LogicApps",,"","LogicApps","13.78.21.155/32"
"LogicApps",,"","LogicApps","13.78.35.229/32"
"LogicApps",,"","LogicApps","13.78.42.223/32"
"LogicApps",,"","LogicApps","13.78.43.164/32"
"LogicApps",,"","LogicApps","13.78.62.130/32"
"LogicApps",,"","LogicApps","13.78.84.187/32"
"LogicApps",,"","LogicApps","13.78.111.160/27"
"LogicApps",,"","LogicApps","13.78.129.20/32"
"LogicApps",,"","LogicApps","13.78.137.179/32"
"LogicApps",,"","LogicApps","13.78.137.247/32"
"LogicApps",,"","LogicApps","13.78.141.75/32"
"LogicApps",,"","LogicApps","13.78.148.140/32"
"LogicApps",,"","LogicApps","13.78.151.161/32"
"LogicApps",,"","LogicApps","13.79.173.49/32"
"LogicApps",,"","LogicApps","13.84.41.46/32"
"LogicApps",,"","LogicApps","13.84.43.45/32"
"LogicApps",,"","LogicApps","13.84.159.168/32"
"LogicApps",,"","LogicApps","13.85.79.155/32"
"LogicApps",,"","LogicApps","13.86.221.240/28"
"LogicApps",,"","LogicApps","13.86.223.0/27"
"LogicApps",,"","LogicApps","13.87.58.144/28"
"LogicApps",,"","LogicApps","13.87.58.160/27"
"LogicApps",,"","LogicApps","13.87.124.144/28"
"LogicApps",,"","LogicApps","13.87.124.160/27"
"LogicApps",,"","LogicApps","13.88.249.209/32"
"LogicApps",,"","LogicApps","13.89.178.48/28"
"LogicApps",,"","LogicApps","13.91.252.184/32"
"LogicApps",,"","LogicApps","13.92.98.111/32"
"LogicApps",,"","LogicApps","13.95.147.65/32"
"LogicApps",,"","LogicApps","13.95.155.53/32"
"LogicApps",,"","LogicApps","20.36.108.192/27"
"LogicApps",,"","LogicApps","20.36.108.224/28"
"LogicApps",,"","LogicApps","20.36.117.96/27"
"LogicApps",,"","LogicApps","20.36.117.128/28"
"LogicApps",,"","LogicApps","20.37.76.208/28"
"LogicApps",,"","LogicApps","20.37.76.224/27"
"LogicApps",,"","LogicApps","20.38.128.176/28"
"LogicApps",,"","LogicApps","20.38.128.192/27"
"LogicApps",,"","LogicApps","20.38.149.144/28"
"LogicApps",,"","LogicApps","20.38.149.160/27"
"LogicApps",,"","LogicApps","20.42.64.48/28"
"LogicApps",,"","LogicApps","20.42.72.160/27"
"LogicApps",,"","LogicApps","20.43.121.192/27"
"LogicApps",,"","LogicApps","20.43.121.224/28"
"LogicApps",,"","LogicApps","20.44.4.176/28"
"LogicApps",,"","LogicApps","20.44.4.192/27"
"LogicApps",,"","LogicApps","20.44.17.224/27"
"LogicApps",,"","LogicApps","20.45.64.29/32"
"LogicApps",,"","LogicApps","20.45.64.87/32"
"LogicApps",,"","LogicApps","20.45.67.134/31"
"LogicApps",,"","LogicApps","20.45.67.170/32"
"LogicApps",,"","LogicApps","20.45.71.213/32"
"LogicApps",,"","LogicApps","20.45.72.54/32"
"LogicApps",,"","LogicApps","20.45.72.72/32"
"LogicApps",,"","LogicApps","20.45.75.193/32"
"LogicApps",,"","LogicApps","20.45.75.200/32"
"LogicApps",,"","LogicApps","20.45.75.236/32"
"LogicApps",,"","LogicApps","20.45.79.239/32"
"LogicApps",,"","LogicApps","20.72.30.160/28"
"LogicApps",,"","LogicApps","20.72.30.192/27"
"LogicApps",,"","LogicApps","20.150.172.240/28"
"LogicApps",,"","LogicApps","20.150.173.192/27"
"LogicApps",,"","LogicApps","20.150.181.32/27"
"LogicApps",,"","LogicApps","20.188.33.169/32"
"LogicApps",,"","LogicApps","20.188.39.105/32"
"LogicApps",,"","LogicApps","20.192.184.0/27"
"LogicApps",,"","LogicApps","20.192.238.128/27"
"LogicApps",,"","LogicApps","20.192.238.160/28"
"LogicApps",,"","LogicApps","20.193.206.48/28"
"LogicApps",,"","LogicApps","20.193.206.128/27"
"LogicApps",,"","LogicApps","23.96.200.77/32"
"LogicApps",,"","LogicApps","23.96.200.227/32"
"LogicApps",,"","LogicApps","23.96.203.46/32"
"LogicApps",,"","LogicApps","23.96.210.49/32"
"LogicApps",,"","LogicApps","23.96.212.28/32"
"LogicApps",,"","LogicApps","23.96.253.219/32"
"LogicApps",,"","LogicApps","23.97.68.172/32"
"LogicApps",,"","LogicApps","23.97.210.126/32"
"LogicApps",,"","LogicApps","23.97.211.179/32"
"LogicApps",,"","LogicApps","23.97.218.130/32"
"LogicApps",,"","LogicApps","23.99.125.99/32"
"LogicApps",,"","LogicApps","23.100.29.190/32"
"LogicApps",,"","LogicApps","23.100.82.16/32"
"LogicApps",,"","LogicApps","23.100.86.139/32"
"LogicApps",,"","LogicApps","23.100.87.24/32"
"LogicApps",,"","LogicApps","23.100.87.56/32"
"LogicApps",,"","LogicApps","23.100.124.84/32"
"LogicApps",,"","LogicApps","23.100.127.172/32"
"LogicApps",,"","LogicApps","23.101.132.208/32"
"LogicApps",,"","LogicApps","23.101.136.201/32"
"LogicApps",,"","LogicApps","23.101.139.153/32"
"LogicApps",,"","LogicApps","23.101.183.225/32"
"LogicApps",,"","LogicApps","23.101.191.106/32"
"LogicApps",,"","LogicApps","23.102.70.174/32"
"LogicApps",,"","LogicApps","40.67.60.176/28"
"LogicApps",,"","LogicApps","40.67.60.192/27"
"LogicApps",,"","LogicApps","40.68.209.23/32"
"LogicApps",,"","LogicApps","40.68.222.65/32"
"LogicApps",,"","LogicApps","40.69.110.192/27"
